sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
05519,2023,01,2023-01,bbc_news_tv,covid,"just feel they could have left it just now till things try, you know, and get back some normality.",neutral,0.957354
05520,2023,01,2023-01,bbc_news_tv,covid,he was almost prepared for the day she would have to leave this land.,fear,0.720925
05521,2023,01,2023-01,bbc_news_tv,covid,the headlines on news the headlines on news.,neutral,0.468212
05522,2023,01,2023-01,bbc_news_tv,covid,it is that bottleneck which is then leading to large numbers of people effectively stuck in a knee because they can’t get into a ward and an ambulance being stuck outside hospital because they can get their patients -- effectively stuck in y1 patients -- effectively stuck in a&e.,neutral,0.735889
05523,2023,01,2023-01,bbc_news_tv,covid,so it is not an 2 a 10 to infrastructure so it is not an issue which is relevant now.,neutral,0.932634
05524,2023,01,2023-01,bbc_news_tv,covid,it an i’m hoping it will be short-term.,joy,0.522407
05525,2023,01,2023-01,bbc_news_tv,covid,"silent hero, big, gentle giant.",joy,0.676639
05526,2023,01,2023-01,bbc_news_tv,covid,the green coffin has been on quite a journey.,neutral,0.417517
05527,2023,01,2023-01,bbc_news_tv,covid,it is important that people do not attend important that people do not attend six departments unless they have a commission that requires urgent care.,neutral,0.832168
05528,2023,01,2023-01,bbc_news_tv,covid,"that is the kind of to 400,000.",neutral,0.742787
05529,2023,01,2023-01,bbc_news_tv,covid,1 near the sea world theme park.,neutral,0.508683
05530,2023,01,2023-01,bbc_news_tv,covid,at the moment we know ndialeh condition?,surprise,0.549629
05531,2023,01,2023-01,bbc_news_tv,covid,"the irish prime minister leo varadkar has said mistakes were made on all sides in the way britain’s exit from the european varadkar conceded that trading arrangements for northern ireland might be too strict, for changes to be made.",anger,0.827583
05532,2023,01,2023-01,bbc_news_tv,covid,"heading into tomorrow, again, it’s going to be a windy day, but we’ll see some sunshine this",neutral,0.638104
05533,2023,01,2023-01,bbc_news_tv,covid,sicily rush hour is barely a rush.,surprise,0.459682
05534,2023,01,2023-01,bbc_news_tv,covid,"cloudy, wet weather and windy at times through the rest of today.",neutral,0.505702
05535,2023,01,2023-01,bbc_news_tv,covid,and objectives in the short term and where we want to improve and what is making us win that many matches.,neutral,0.613938
05536,2023,01,2023-01,bbc_news_tv,covid,"you know, the family motto is, never complain, never explain.",neutral,0.487046
05537,2023,01,2023-01,bbc_news_tv,covid,archie - touch!,neutral,0.545362
05538,2023,01,2023-01,bbc_news_tv,covid,"we plan to take it to the egyptian museum to conduct this is only one of nearly 30,000 smuggled artefacts recovered over the last ten years and there are believed to be many more still out there.",neutral,0.858111
05539,2023,01,2023-01,bbc_news_tv,covid,in the united states it is around 40% of united states it is around 40% of cases.,neutral,0.854095
05540,2023,01,2023-01,bbc_news_tv,covid,"was checking on her computer, a lot of time up there.",neutral,0.452795
05541,2023,01,2023-01,bbc_news_tv,covid,"west of hills, wales and scotland.",neutral,0.66135
05542,2023,01,2023-01,bbc_news_tv,covid,we 0 investment into the right place.,neutral,0.649534
05543,2023,01,2023-01,bbc_news_tv,covid,where were you sending them?,neutral,0.727612
05544,2023,01,2023-01,bbc_news_tv,covid,it’s not a dgdha don’t have the footfall.,neutral,0.934011
05545,2023,01,2023-01,bbc_news_tv,covid,his friends remember him as a big guy with a big heart.,neutral,0.736659
05546,2023,01,2023-01,bbc_news_tv,covid,theo leggett reporting.,neutral,0.910612
05547,2023,01,2023-01,bbc_news_tv,covid,the has released a statement saying any charges will be considered at the end of the investigation.,sadness,0.579918
05548,2023,01,2023-01,bbc_news_tv,covid,"there l0 0 endemic is about 13,000 beds.",neutral,0.858475
05549,2023,01,2023-01,bbc_news_tv,covid,you mentioned the vertical cemetery.,neutral,0.898172
05550,2023,01,2023-01,bbc_news_tv,covid,but it’s just a motto.,neutral,0.968587
05551,2023,01,2023-01,bbc_news_tv,covid,"those temperatures will be in double figures, very mild, far north of scotland, seeing some clearer skies.",neutral,0.890527
05552,2023,01,2023-01,bbc_news_tv,covid,rhianan rudd was the youngest british girl ever prosecuted the government found she was a victim of exploitation.,disgust,0.604019
05553,2023,01,2023-01,bbc_news_tv,covid,"a1l he was sedated last night after he was taken from the pitch in an ambulance, which was driven onto the pitch, and took ambulance, which was driven onto the pitch, and toock him ambulance, which was driven onto the a 8 ambulance, which was driven onto the pitch, and took him immediately to hospital.",fear,0.474375
05554,2023,01,2023-01,bbc_news_tv,covid,"the government admits the health service is facing an ""unprecedented challenge™ amid warnings the strain on it this winter is intolerable.",fear,0.698153
05555,2023,01,2023-01,bbc_news_tv,covid,no willingness to reconcile.,sadness,0.72017
05556,2023,01,2023-01,bbc_news_tv,covid,"when action a moment, thank you a much will grant in washington.",joy,0.949949
05557,2023,01,2023-01,bbc_news_tv,covid,years.,neutral,0.627292
05558,2023,01,2023-01,bbc_news_tv,covid,hi there.,neutral,0.75883
05559,2023,01,2023-01,bbc_news_tv,covid,just in iran but across the middle 3 just in iran but across the middle east.,neutral,0.72286
05560,2023,01,2023-01,bbc_news_tv,covid,it has i’m hoping it will be short-term.,neutral,0.680107
05561,2023,01,2023-01,bbc_news_tv,covid,"were picked up earlier today, and the authorities were finding it a stone’s throw away, really.",surprise,0.794919
05562,2023,01,2023-01,bbc_news_tv,covid,but he can do he can do that while these strikes are having on pets we don’t know but are having on pets,neutral,0.92873
05563,2023,01,2023-01,bbc_news_tv,covid,rhianan rudd was the youngest british girl ever prosecuted the government found she was a victim of exploitation.,disgust,0.604019
05564,2023,01,2023-01,bbc_news_tv,covid,lie1l @0 thank you very much for thank you very much fer jeining thank you very much for jeining us thank you very much for joining us thank you very much for joining us thank you very much for joining us .,joy,0.897087
05565,2023,01,2023-01,bbc_news_tv,covid,commuters returning to work days of rail strikes this week.,fear,0.706965
05566,2023,01,2023-01,bbc_news_tv,covid,we need everyone to come together to find solutions.,neutral,0.921758
05567,2023,01,2023-01,bbc_news_tv,covid,they about who these guards are.,neutral,0.845173
05568,2023,03,2023-03,bbc_news_tv,covid,"we do have, have shocking system.",surprise,0.913224
05569,2023,03,2023-03,bbc_news_tv,covid,the paper says they show hancock decided against advice to test all residents going into care homes in england.,neutral,0.706234
05570,2023,03,2023-03,bbc_news_tv,covid,will make sure he gets a money.,neutral,0.859045
05571,2023,03,2023-03,bbc_news_tv,covid,the infermation commissioners office told the we’ll consider this complaint carefully.,neutral,0.605845
05572,2023,03,2023-03,bbc_news_tv,covid,"well, know my henourable measures?",neutral,0.674369
05573,2023,03,2023-03,bbc_news_tv,covid,we have honourable gentleman again.,joy,0.513549
05574,2023,03,2023-03,bbc_news_tv,covid,"for ella, a new reality.",neutral,0.404199
05575,2023,03,2023-03,bbc_news_tv,covid,fire was right and left.,neutral,0.606123
05576,2023,03,2023-03,bbc_news_tv,covid,very likely it will go through because the whole of the 0ld through because the whole of the labour party will vote for it.,neutral,0.944774
05577,2023,03,2023-03,bbc_news_tv,covid,"the prime thank you, speaker.",joy,0.683026
05578,2023,03,2023-03,bbc_news_tv,covid,we and have one thing in common.,neutral,0.876466
05579,2023,03,2023-03,bbc_news_tv,covid,and hannah doesn’t plan to stop any time soon.,neutral,0.881939
05580,2023,03,2023-03,bbc_news_tv,covid,over the next year there will be around £1000 of direct support to the most vulnerable families across the with vulnerable families across the with their energy bills and with greater 0 their energy bills and with greater energy efficiency.,neutral,0.602079
05581,2023,03,2023-03,bbc_news_tv,covid,"dark nights, that that support be there.",sadness,0.920027
05582,2023,03,2023-03,bbc_news_tv,covid,does it hurt to the prime minister to know that the labour party believe in brexit more than he party believe in brexit more than he does?,neutral,0.355347
05583,2023,03,2023-03,bbc_news_tv,covid,in my flawed deal that you did.,anger,0.514251
05584,2023,03,2023-03,bbc_news_tv,covid,dozens have been injured and we believe at died.,sadness,0.840433
05585,2023,03,2023-03,bbc_news_tv,covid,"if you are watching telly, can it come and you are watching telly, can it come 4 you are watching telly, can it come you are watching telly, can it come and sit on the telly with you?",neutral,0.534183
05586,2023,03,2023-03,bbc_news_tv,covid,"so it’s about an hour a day that spend commuting to and from the training centre, which actually isn’t that much.",neutral,0.771519
05587,2023,03,2023-03,bbc_news_tv,covid,"and we want to show you the scene increase now near larissa, the i increase now near larissa, the central city of larissa whether eale central city of larissa whether terrible train crash happened just before midnight.",fear,0.977369
05588,2023,03,2023-03,bbc_news_tv,covid,our technology editor zoe kleinman reports.,neutral,0.87477
05589,2023,03,2023-03,bbc_news_tv,covid,know the prime parole next month.,neutral,0.937995
05590,2023,03,2023-03,bbc_news_tv,covid,the a3 in and think we ought to.,neutral,0.861675
05591,2023,03,2023-03,bbc_news_tv,covid,"hannah knows their time together is not forever, but fosterers like her are needed to help dogs like jenny become guides for people like me.",neutral,0.908192
05592,2023,03,2023-03,bbc_news_tv,covid,"35-year-old constance marten comes from a hugely wealthy family, with close ties to the royal family.",neutral,0.628027
05593,2023,03,2023-03,bbc_news_tv,covid,this is an interview its statement now?,surprise,0.788219
05594,2023,03,2023-03,bbc_news_tv,covid,"beijing denies a lab leak in wuhan, calling the allegation defamatory.",disgust,0.485191
05595,2023,03,2023-03,bbc_news_tv,covid,just to pose for a at the table.,neutral,0.785102
05596,2023,03,2023-03,bbc_news_tv,covid,"jumped from animals to humans, rather than it being a lab leak.",neutral,0.872596
05597,2023,03,2023-03,bbc_news_tv,covid,"agree with a lot of what you say, but on with a lot of what you say, but on the social housing, on the homeless, the social housing, on the homeless, the rough sleepers, investment a1 the rough sleepers, investment the rough sleepers, investment whether it is housing association housing or council housing, has fallen abysmally over the last 20 years, so don’t think it is just under you.",neutral,0.476485
05598,2023,03,2023-03,bbc_news_tv,covid,"if you are watching, hello.",neutral,0.863923
05599,2023,03,2023-03,bbc_news_tv,covid,the prime hoping to find survivors.,neutral,0.489806
05600,2023,03,2023-03,bbc_news_tv,covid,but the biden administration says almost 20 millien people are eligible to have their entire student loan balances cancelled.,sadness,0.490101
05601,2023,03,2023-03,bbc_news_tv,covid,sight loss charity guide dogs says it’s had a record number of people volunteering to raise puppies following a story that highlighted a a shortage of dogs.,neutral,0.662764
05602,2023,03,2023-03,bbc_news_tv,covid,we both have and can give him that 810 have and can give him that 8118 have and can give him that i commitment.,neutral,0.902023
05603,2023,03,2023-03,bbc_news_tv,covid,"now, the prime minister a i a has boasted that his new brexit deal puts northern ireland in an unbelievably special position a1 unbelievably special position unbelievably special position i lan because it will have access to both because it will have access to both i because it will have access to both the and the markets.",surprise,0.470946
05604,2023,03,2023-03,bbc_news_tv,covid,what financial support can be offered to help this financial support can be offered to i financial support can be offered to help this sector to decarbonise and invest help this sector to decarbonise and help this sector to decarbonise and invest in energy efficiency 4 invest in energy efficiency measures?,joy,0.454721
05605,2023,03,2023-03,bbc_news_tv,covid,conditions for the rescuers are described as very difficult.,fear,0.813448
05606,2023,03,2023-03,bbc_news_tv,covid,not just about this deal through.,neutral,0.944691
05607,2023,03,2023-03,bbc_news_tv,covid,simon?,surprise,0.839381
05608,2023,03,2023-03,bbc_news_tv,covid,"like, yes, this is happening.",neutral,0.68978
05609,2023,03,2023-03,bbc_news_tv,covid,"at that point, the = n0 on coronation day itself, a stage, a platform will have been built in that area in front of the high altar and the coronation the centre of attention facing the high altar for the most solemn parts of the service - the crowning and the anointing.",joy,0.796116
05610,2023,03,2023-03,bbc_news_tv,covid,"if they didn’t have each other, ella says she wouldn’t be able to study maths at oxford.",sadness,0.708613
05611,2023,03,2023-03,bbc_news_tv,covid,"it is an absurd policy, which would see as paying billions to countries abroad paying billions to countries abroad paying billions to countries abroad for our energy, while shipping it 70 for our energy, while shipping it here with for our energy, while shipping it for our energy, while shipping it for our energy, while shipping it here with twice the carbon emissions.",disgust,0.519166
05612,2023,03,2023-03,bbc_news_tv,covid,these are just a few of the men who have been jailed for sex offences either after they changed their names or who have changed their name since.,neutral,0.860619
05613,2023,03,2023-03,bbc_news_tv,covid,"think my right honourable friend for his support for the windsor framework, he is right about windsor framework, he is right about windsor framework, he is right about the benefits it can bring, and join him in playing to our incredible research community doing eta &3 incredible research community doing a fantastic job.",joy,0.650394
05614,2023,03,2023-03,bbc_news_tv,covid,"he goes on, the spokesman goes on to y-\ he goes on, the spokesman goes on to say that it was not possible to test everybody, that was clear advice given to hancock but he accepted i but that ultimately the it, but that ultimately the g110 8 it, but that ultimately the statement arques the it, but that ultimately the statement argues the then health secretary went as well as possible as secretary went as well as possible secretary went as well as possible i 1 secretary went as well as possible as fast as possible to expand as fast as possible to expand testing and in their words save lives.",neutral,0.729717
05615,2023,03,2023-03,bbc_news_tv,covid,"you have if you are watching, hello.",neutral,0.926273
05616,2023,03,2023-03,bbc_news_tv,covid,"its parents, constance marten and mark gordon, are being held on suspicion of gross negligence manslaughter.",anger,0.553977
05617,2023,03,2023-03,bbc_news_tv,covid,"it’s all thanks to our correspondent sean dilley, who has since his previous companion sammy i he’s now facing a two year wait - but it’s hoped that more volunteers looking after training dogs couldn’t imagine my life without rio.",joy,0.642888
05618,2023,03,2023-03,bbc_news_tv,covid,"it was august 2020 when the former yorkshire spinner went on a cricket podcast and basically made claims of historical racism at headingley, historical racism at headingley, yorkshire’s ground where he played his yorkshire’s ground where he played wdle yorkshire’s ground where he played his cricket and from then, a series his cricket and frem then, a series of eventss his cricket and from then, a series of eventss that have pulled the sport into disrepute.",anger,0.537967
05619,2023,03,2023-03,bbc_news_tv,covid,"no, we discourage them from doing that because these dogs go to individual people with individual situations in people with individual situatiens in their homes and people with individual situatiens in people with individual situatiens in their homes and if the dog is used to being able to do things like that, then you go to a quide to being able to do things like that, then you go to a guide owner with a don’t that, then you go to a guide owner =11 that, then you go to a guide owner with a don’t want the dogs on the bed, it a bed, it is a big with a don’t want the dogs on the bed, it is a big change.",neutral,0.740069
05620,2023,03,2023-03,bbc_news_tv,covid,we have had record high numbers fight.,neutral,0.80884
05621,2023,03,2023-03,bbc_news_tv,covid,we will come back to that.,neutral,0.964483
05622,2023,03,2023-03,bbc_news_tv,covid,and we want to show you the scene,joy,0.449737
05623,2023,03,2023-03,bbc_news_tv,covid,hello again and happy saint davids dave.,joy,0.912598
05624,2023,03,2023-03,bbc_news_tv,covid,"after that, they evaded detection until monday night, vincent mcaviney has more.",neutral,0.937401
05625,2023,05,2023-05,bbc_news_tv,covid,"another area of cloud and showers moving across of cloud and showers moving across north-west scotland but for much of north-west scotland but for much of i north-west scotland but for much of the quite a fresh start here, four the quite a fresh start here, the quite a fresh start here, the quite a fresh start here, four or 5 degrees even in urban areas.",joy,0.452917
05626,2023,05,2023-05,bbc_news_tv,covid,some military 4o l3g 8 rather than weeks.,neutral,0.721734
05627,2023,05,2023-05,bbc_news_tv,covid,"well done, president zelensky.",neutral,0.513791
05628,2023,05,2023-05,bbc_news_tv,covid,continuity is very important for us.,neutral,0.922186
05629,2023,05,2023-05,bbc_news_tv,covid,"this is your’s problem, not ours.",neutral,0.893221
05630,2023,05,2023-05,bbc_news_tv,covid,ultimately we need to design a package of measures that gives ukraine fallibility to have that long-term security.,neutral,0.961685
05631,2023,05,2023-05,bbc_news_tv,covid,that shows other nations but you can make these donations safely.,neutral,0.925594
05632,2023,05,2023-05,bbc_news_tv,covid,"this war 3 four ukrainians, will grow.",neutral,0.908273
05633,2023,05,2023-05,bbc_news_tv,covid,"it said the storm shadow missiles 0o 0 said the storm shadow missiles supplied to the kyiv regime by &1 supplied to the kyiv regime by britain were used supplied to the kyiv regime by supplied to the kyiv regime by britain were used for the strike, contrary to london statements.",neutral,0.349752
05634,2023,05,2023-05,bbc_news_tv,covid,there is a i results for his party.,neutral,0.483433
05635,2023,05,2023-05,bbc_news_tv,covid,but sustained support literally to come.,neutral,0.431287
05636,2023,05,2023-05,bbc_news_tv,covid,"well, it’s great to have you here, my friend.",joy,0.975462
05637,2023,05,2023-05,bbc_news_tv,covid,that is the first word we’ve been hearing from them since we’ve been hearing from them since the discussion we’ve been hearing from them since the discussion between the two.,neutral,0.866887
05638,2023,05,2023-05,bbc_news_tv,covid,i early.,neutral,0.366897
05639,2023,05,2023-05,bbc_news_tv,covid,how much of a factor our security.,neutral,0.505315
05640,2023,05,2023-05,bbc_news_tv,covid,=l support politically and financially.,joy,0.924241
05641,2023,05,2023-05,bbc_news_tv,covid,for the moment successful on the battlefield.,joy,0.96415
05642,2023,05,2023-05,bbc_news_tv,covid,the aid promise is essential to promised gift?,surprise,0.601625
05643,2023,05,2023-05,bbc_news_tv,covid,let’s go live to norfolk.,neutral,0.781995
05644,2023,05,2023-05,bbc_news_tv,covid,how much of a factor do you think that point will be in do you think that point will be in these discussions?,neutral,0.784882
05645,2023,05,2023-05,bbc_news_tv,covid,where do you i a be an infinite supply.,surprise,0.493811
05646,2023,05,2023-05,bbc_news_tv,covid,"that was the case when there was the debate about battle tanks, it was a very long debate in western battle tanks, it was a very long i debate in western countries before they finally decided to send battle thanks to ukraine.",neutral,0.689803
05647,2023,05,2023-05,bbc_news_tv,covid,we will support them to the maximum degree possible.,neutral,0.902135
05648,2023,05,2023-05,bbc_news_tv,covid,"this is the second time in recent months this is the second time in recent a0 this is the second time in recent months he has been this is the second time in recent - this is the second time in recent months he has been to the , he visited in february as well, and met i 4 visited in february as well, and met rishi sunak then and address parliament then.",joy,0.400244
05649,2023,05,2023-05,bbc_news_tv,covid,we spoke - am very positive with it.,joy,0.917968
05650,2023,05,2023-05,bbc_news_tv,covid,"in any this year, western countries.",neutral,0.744446
05651,2023,05,2023-05,bbc_news_tv,covid,"four ukrainians, will grow.",neutral,0.922446
05652,2023,05,2023-05,bbc_news_tv,covid,"maybe the opinion polls were wrong, they the opinion polls were wrong, they were wrong, obviously, but maybe they just couldn’t hold the nation’s.",neutral,0.654236
05653,2023,05,2023-05,bbc_news_tv,covid,you can decisive in all of this is morale.,joy,0.758631
05654,2023,05,2023-05,bbc_news_tv,covid,think russian -controlled territory.,neutral,0.94869
05655,2023,05,2023-05,bbc_news_tv,covid,"hugo, can ask you about the difference that the level of support that has already been promised will make?",neutral,0.882766
05656,2023,05,2023-05,bbc_news_tv,covid,missile.,neutral,0.524939
05657,2023,05,2023-05,bbc_news_tv,covid,massive increase in have joined.,neutral,0.530848
05658,2023,05,2023-05,bbc_news_tv,covid,this is the latest in a tour of western european countries that president zelensky has been making.,neutral,0.623718
05659,2023,05,2023-05,bbc_news_tv,covid,spooked by the rhetoric drones -- long-range missiles.,fear,0.916887
05660,2023,05,2023-05,bbc_news_tv,covid,and look at where 10 rest of ukraine.,neutral,0.799358
05661,2023,05,2023-05,bbc_news_tv,covid,we are keen to build that coalition be doing more of that this week.,neutral,0.641287
05662,2023,05,2023-05,bbc_news_tv,covid,they know this year will be crucial to i know this year will be crucial to a know this year will be crucial to show western powers that the ukrainians have the ability to take back territory and to achieve major success.,joy,0.673027
05663,2023,05,2023-05,bbc_news_tv,covid,"philip, please stay with us 2 quickly.",neutral,0.896002
05664,2023,05,2023-05,bbc_news_tv,covid,the first time in chequers but the key point was he set you said it is not the last was he set you said it is not the was he set you said it is not the last and prime minister was he set you said it is not the i last and prime minister rishi sunak jumped in and said definitely not jumped in and said definitely not the last so an jumped in and said definitely not jumped in and said definitely not jumped in and said definitely not the last so an indication there will the last so an indication there will bhe further the last so an indication there will be further meetings between the man.,neutral,0.752336
05665,2023,05,2023-05,bbc_news_tv,covid,let’s go live to counteroffensive.,neutral,0.761265
05666,2023,05,2023-05,bbc_news_tv,covid,"he has been to rome, berlin and paris and now rome, berlin and paris and now meeting the british prime minister 4 meeting the british prime minister rishi sunak to push for more military aid.",neutral,0.601541
05667,2023,05,2023-05,bbc_news_tv,covid,"that is ool dictator, that is all.",neutral,0.903637
05668,2023,05,2023-05,bbc_news_tv,covid,that has come from a little channel.,neutral,0.822283
05669,2023,05,2023-05,bbc_news_tv,covid,they refer to each other.,neutral,0.873363
05670,2023,05,2023-05,bbc_news_tv,covid,"when he disembarked from his gestures, actually.",disgust,0.765864
05671,2023,05,2023-05,bbc_news_tv,covid,"think net only for ukraine, it’s important for all the europe.",neutral,0.967967
05672,2023,05,2023-05,bbc_news_tv,covid,that is felt in western capitals.,neutral,0.54743
05673,2023,05,2023-05,bbc_news_tv,covid,president putin knows the situation may change.,neutral,0.928972
05674,2023,05,2023-05,bbc_news_tv,covid,thank you for speaking to us.,joy,0.795621
05675,2023,05,2023-05,bbc_news_tv,covid,"we saw it over battle tanks and battle tanks and battle tanks and battle tanks and their debate, around aired defence their debate, arocund aired defence systems.",neutral,0.865568
05676,2023,05,2023-05,bbc_news_tv,covid,but how key is it to the their talks,neutral,0.625921
05677,2023,05,2023-05,bbc_news_tv,covid,"philip, please stay with us quickly.",neutral,0.862813
05678,2023,05,2023-05,bbc_news_tv,covid,the future safety of the world.,neutral,0.626611
05679,2023,05,2023-05,bbc_news_tv,covid,-1,neutral,0.609561
05680,2016,08,2016-08,bbc_radio4,control,good evening.,joy,0.557403
05681,2016,08,2016-08,bbc_radio4,control,"he had images on his phone relating to so-called islamic state, and pictures of fuselage at lee rigby, the soldier who was murdered by extremists in woolwich in 2013.",fear,0.533881
05682,2016,08,2016-08,bbc_radio4,control,today sees another deadline missed in the -mediated syria peace process.,sadness,0.882094
05683,2016,08,2016-08,bbc_radio4,control,"well, you read the interviews that president juncker has given.",neutral,0.958797
05684,2016,08,2016-08,bbc_radio4,control,my only worry is commercialising areas of outstanding natural beauty will mean one thing.,fear,0.977803
05685,2016,08,2016-08,bbc_radio4,control,he also believed he'd been motivated by events in syria.,neutral,0.442505
05686,2016,08,2016-08,bbc_radio4,control,thirty-year-old mohydin miray appeared to be inspired by islamic state extremists when he declared he was going to spill blood for his syrian brothers.,neutral,0.634656
05687,2016,08,2016-08,bbc_radio4,control,"more than 100 russian athletes have been banned after failing to meet new eligibility criteria, but many more who had been approved remain in limbo waiting for final clearance.",sadness,0.436268
05688,2016,12,2016-12,bbc_radio4,control,"we don't want confrontation with anyone, we don't need it, unlike some foreign colleagues who see russia as the enemy, we do not seek enemies, and we never have.",anger,0.772306
05689,2016,12,2016-12,bbc_radio4,control,here our scotland correspondent colin blaine.,neutral,0.696486
05690,2016,12,2016-12,bbc_radio4,control,"the former cabinet minister oliver letwin, who was sacked by theresa may, said the target wouldn't be met anytime soon.",sadness,0.907637
05691,2016,12,2016-12,bbc_radio4,control,these are my chambers.,neutral,0.921632
05692,2016,12,2016-12,bbc_radio4,control,"this morning, the brexit secretary told that it was british money, and after brexit, the would decide what to do with it.",neutral,0.902027
05693,2016,12,2016-12,bbc_radio4,control,"there have been recent calls in the house of lords for the age of criminal responsibility to be raised to 12 in england, wales and northern ireland as well.",neutral,0.399818
05694,2016,12,2016-12,bbc_radio4,control,our correspondent james copnell reports.,neutral,0.860322
05695,2016,12,2016-12,bbc_radio4,control,i trust that you have all read mr.,neutral,0.585914
05696,2016,12,2016-12,bbc_radio4,control,marjory is merely being forced to provide an air for a rich ancient widower.,disgust,0.53296
05697,2016,12,2016-12,bbc_radio4,control,and the news was read by kathy clugston.,surprise,0.661228
05698,2016,07,2016-07,bbc_radio4,control,the main news so far.,neutral,0.673295
05699,2016,07,2016-07,bbc_radio4,control,"dear god, didn't",surprise,0.724089
05700,2016,07,2016-07,bbc_radio4,control,michael gove pitch felt more like a party conference speech than a leadership launch littered with policy ideas.,neutral,0.806958
05701,2016,07,2016-07,bbc_radio4,control,so the value of a typical pot of pension savings has actually risen by nearly 2%.,surprise,0.572497
05702,2016,07,2016-07,bbc_radio4,control,he was 84.,neutral,0.68243
05703,2016,07,2016-07,bbc_radio4,control,"the problems began when a train broke down in the channel tunnel yesterday, causing a backlog.",fear,0.383525
05704,2016,07,2016-07,bbc_radio4,control,"but before gove had even made his speech, sources told news that ministers were trying to persuade him to stand down.",anger,0.498387
05705,2016,07,2016-07,bbc_radio4,control,the conservative leadership candidate liam fox described her stance as bizarre and stupid.,disgust,0.390114
05706,2016,07,2016-07,bbc_radio4,control,the first of his poems to become widely known mourned a victim of the holocaust.,sadness,0.981193
05707,2016,06,2016-06,bbc_radio4,control,a service of thanksgiving for the queen 90th birthday has been held to pay tribute to her faithful devotion to the country.,joy,0.858218
05708,2016,06,2016-06,bbc_radio4,control,"in a statement, terraferma said it become evident that our documentation of the fast moving and complex events and memories of those events after nine years are no longer sufficient to meet the high demands of proof required for a fraud claim in court.",neutral,0.52854
05709,2016,06,2016-06,bbc_radio4,control,"today, senior labour figures went public with their concerns.",fear,0.692103
05710,2016,06,2016-06,bbc_radio4,control,what was he like as a man?,neutral,0.570459
05711,2016,06,2016-06,bbc_radio4,control,do magical tricks.,neutral,0.881133
05712,2016,06,2016-06,bbc_radio4,control,a group of men trafficked to britain to work in chicken farms have won a legal battle against a company previously described as the worst gangmaster.,anger,0.655536
05713,2016,06,2016-06,bbc_radio4,control,"the case collapsed after he had to admit forgetting key facts, leading to mr.",sadness,0.416821
05714,2016,06,2016-06,bbc_radio4,control,"this followed reports from local party agents revealing support for remain much weaker than had been predicted and backing for brexit, particularly in labour former industrial heartlands much stronger, a move fueled primarily by the issue of immigration.",neutral,0.534679
05715,2016,11,2016-11,bbc_radio4,control,the olympic gymnast louis smith has been suspended from taking part in the sport for two months after appearing to mock islam in a video online.,sadness,0.560551
05716,2016,11,2016-11,bbc_radio4,control,still to come.,neutral,0.875359
05717,2016,11,2016-11,bbc_radio4,control,news at 6 o'clock.,neutral,0.650334
05718,2016,11,2016-11,bbc_radio4,control,our legal affairs correspondent clive coleman considers the benefits and disadvantages of public inquiries.,neutral,0.806923
05719,2016,11,2016-11,bbc_radio4,control,"for its part, turkey has been deploying tanks close to the iraqi border, worried about a complex military situation that changing all the time.",fear,0.940515
05720,2016,11,2016-11,bbc_radio4,control,katrina renton reports.,neutral,0.906182
05721,2016,11,2016-11,bbc_radio4,control,no i haven't.,neutral,0.714605
05722,2016,11,2016-11,bbc_radio4,control,"the chief executive of the scottish , stuart reagan, says has rejected their request, but talks will continue this week and he hopeful of a pragmatic solution.",sadness,0.380244
05723,2016,11,2016-11,bbc_radio4,control,it not every day the words china and kidlington come together.,neutral,0.72116
05724,2016,11,2016-11,bbc_radio4,control,but here in this oxfordshire village something strange has been happening.,fear,0.573182
05725,2016,10,2016-10,bbc_radio4,control,it was a killing that shocked russia at a time when patriotic feeling was running high and critics were routinely condemned as traitors.,surprise,0.934509
05726,2016,10,2016-10,bbc_radio4,control,the pound dropped to a three year low against the euro after the government gave more details of its plans for leaving the .,sadness,0.36713
05727,2016,10,2016-10,bbc_radio4,control,the leader of the rebels in colombia has said he will work to fix a peace deal with the government after it was narrowly rejected in a referendum.,sadness,0.337696
05728,2016,10,2016-10,bbc_radio4,control,"but he also cautioned that the job of tackling the deficit, begun by his predecessor in 2010, was unfinished because the deficit remained unsustainable.",sadness,0.69531
05729,2016,10,2016-10,bbc_radio4,control,"sterling also hit a three month low against the dollar, but it is since recovered slightly.",neutral,0.548014
05730,2016,10,2016-10,bbc_radio4,control,"in the chair, please welcome david mitchell.",neutral,0.737564
05731,2016,10,2016-10,bbc_radio4,control,"yoshinori osumi from the tokyo institute of technology will now collect a £700,000 prize for his work on autophagy.",joy,0.691816
05732,2016,10,2016-10,bbc_radio4,control,well i'm looking forward to a great evening of top class entertainment,joy,0.99353
05733,2016,09,2016-09,bbc_radio4,control,"oh dear, well, suppose it can't be helped.",sadness,0.401388
05734,2016,09,2016-09,bbc_radio4,control,"the driver of the car remains in custody, or whom a fairs correspondent danny shaw reports.",sadness,0.631892
05735,2016,09,2016-09,bbc_radio4,control,"the child has been named as maccaya mcdermott, his aunt was rose angcupa who was 34.",neutral,0.532636
05736,2016,09,2016-09,bbc_radio4,control,this is my laboratory and we've already started work.,neutral,0.808953
05737,2016,09,2016-09,bbc_radio4,control,"if refugees find work and can support themselves financially, they can live wherever they want, and families will not be split up.",joy,0.619523
05738,2016,09,2016-09,bbc_radio4,control,"by german standards, it an extraordinary plan.",surprise,0.925554
